,Income_Category
5199,Less than $40K
5184,Less than $40K
6189,Less than $40K
6190,Less than $40K
5193,Less than $40K
5192,Less than $40K
5189,Less than $40K
6193,Less than $40K
5186,Less than $40K
5196,Less than $40K
6208,Less than $40K
6209,Less than $40K
5163,Less than $40K
5137,Less than $40K
5136,Less than $40K
5134,Less than $40K
6221,Less than $40K
5130,Less than $40K
5129,Less than $40K
6218,Less than $40K
5127,Less than $40K
6222,Less than $40K
5123,Less than $40K
5120,Less than $40K
5118,Less than $40K
5115,Less than $40K
6227,Less than $40K
5126,Less than $40K
5139,Less than $40K
5141,Less than $40K
5142,Less than $40K
6211,Less than $40K
5161,Less than $40K
5160,Less than $40K
6213,Less than $40K
5157,Less than $40K
6214,Less than $40K
5155,Less than $40K
5154,Less than $40K
6215,Less than $40K
5152,Less than $40K
5151,Less than $40K
5149,Less than $40K
6216,Less than $40K
5146,Less than $40K
5144,Less than $40K
5410,Less than $40K
5411,Less than $40K
5412,Less than $40K
5415,Less than $40K
5711,Less than $40K
5902,Less than $40K
5709,Less than $40K
5904,Less than $40K
5705,Less than $40K
5703,Less than $40K
5712,Less than $40K
5702,Less than $40K
5906,Less than $40K
5698,Less than $40K
5697,Less than $40K
5907,Less than $40K
5908,Less than $40K
5693,Less than $40K
5905,Less than $40K
5692,Less than $40K
5713,Less than $40K
5900,Less than $40K
5891,Less than $40K
5736,Less than $40K
5731,Less than $40K
5894,Less than $40K
5729,Less than $40K
5728,Less than $40K
5901,Less than $40K
5895,Less than $40K
5725,Less than $40K
5899,Less than $40K
5721,Less than $40K
5719,Less than $40K
5718,Less than $40K
5716,Less than $40K
5896,Less than $40K
5888,Less than $40K
5691,Less than $40K
5689,Less than $40K
5929,Less than $40K
5930,Less than $40K
5931,Less than $40K
5659,Less than $40K
5658,Less than $40K
5933,Less than $40K
5664,Less than $40K
5655,Less than $40K
5653,Less than $40K
5939,Less than $40K
5651,Less than $40K
5650,Less than $40K
5649,Less than $40K
5941,Less than $40K
5938,Less than $40K
5690,Less than $40K
5665,Less than $40K
5923,Less than $40K
5911,Less than $40K
5687,Less than $40K
5685,Less than $40K
5680,Less than $40K
5679,Less than $40K
5914,Less than $40K
5925,Less than $40K
5677,Less than $40K
5675,Less than $40K
5674,Less than $40K
5673,Less than $40K
5915,Less than $40K
5919,Less than $40K
5922,Less than $40K
5676,Less than $40K
5739,Less than $40K
5886,Less than $40K
5743,Less than $40K
5852,Less than $40K
5816,Less than $40K
5853,Less than $40K
5855,Less than $40K
5856,Less than $40K
5859,Less than $40K
5820,Less than $40K
5810,Less than $40K
5808,Less than $40K
5807,Less than $40K
5806,Less than $40K
5805,Less than $40K
5860,Less than $40K
5803,Less than $40K
5809,Less than $40K
5861,Less than $40K
5821,Less than $40K
5823,Less than $40K
5843,Less than $40K
5846,Less than $40K
5840,Less than $40K
5847,Less than $40K
5838,Less than $40K
5837,Less than $40K
5822,Less than $40K
5848,Less than $40K
5833,Less than $40K
5830,Less than $40K
5851,Less than $40K
5828,Less than $40K
5826,Less than $40K
5825,Less than $40K
5834,Less than $40K
5801,Less than $40K
5862,Less than $40K
5799,Less than $40K
5876,Less than $40K
5767,Less than $40K
5765,Less than $40K
5878,Less than $40K
5879,Less than $40K
5762,Less than $40K
5770,Less than $40K
5760,Less than $40K
5755,Less than $40K
5753,Less than $40K
5883,Less than $40K
5885,Less than $40K
5745,Less than $40K
5744,Less than $40K
5756,Less than $40K
5771,Less than $40K
5874,Less than $40K
5776,Less than $40K
5796,Less than $40K
5869,Less than $40K
5792,Less than $40K
5791,Less than $40K
5790,Less than $40K
5789,Less than $40K
5872,Less than $40K
5784,Less than $40K
5783,Less than $40K
5873,Less than $40K
5781,Less than $40K
5780,Less than $40K
5779,Less than $40K
5778,Less than $40K
5777,Less than $40K
5944,Less than $40K
4997,Less than $40K
5945,Less than $40K
5638,Less than $40K
5496,Less than $40K
5493,Less than $40K
6049,Less than $40K
5491,Less than $40K
5490,Less than $40K
5488,Less than $40K
5497,Less than $40K
6052,Less than $40K
6054,Less than $40K
5482,Less than $40K
5480,Less than $40K
5479,Less than $40K
5477,Less than $40K
5476,Less than $40K
6053,Less than $40K
5475,Less than $40K
6045,Less than $40K
6041,Less than $40K
5524,Less than $40K
5523,Less than $40K
6025,Less than $40K
5520,Less than $40K
5518,Less than $40K
5516,Less than $40K
6044,Less than $40K
6030,Less than $40K
5512,Less than $40K
5510,Less than $40K
6037,Less than $40K
5507,Less than $40K
6038,Less than $40K
6040,Less than $40K
5513,Less than $40K
5527,Less than $40K
6056,Less than $40K
5469,Less than $40K
5440,Less than $40K
6071,Less than $40K
6073,Less than $40K
5433,Less than $40K
6077,Less than $40K
5431,Less than $40K
5441,Less than $40K
5429,Less than $40K
5427,Less than $40K
5425,Less than $40K
6078,Less than $40K
5421,Less than $40K
5417,Less than $40K
5416,Less than $40K
5428,Less than $40K
5471,Less than $40K
6069,Less than $40K
5447,Less than $40K
5468,Less than $40K
5467,Less than $40K
6057,Less than $40K
5464,Less than $40K
5461,Less than $40K
6060,Less than $40K
5446,Less than $40K
6061,Less than $40K
6064,Less than $40K
6065,Less than $40K
5453,Less than $40K
5452,Less than $40K
5451,Less than $40K
6066,Less than $40K
5458,Less than $40K
6021,Less than $40K
6019,Less than $40K
5530,Less than $40K
5616,Less than $40K
5959,Less than $40K
5613,Less than $40K
5610,Less than $40K
5609,Less than $40K
5964,Less than $40K
5957,Less than $40K
5968,Less than $40K
5600,Less than $40K
5598,Less than $40K
5973,Less than $40K
5596,Less than $40K
5594,Less than $40K
5593,Less than $40K
5970,Less than $40K
5591,Less than $40K
5956,Less than $40K
5620,Less than $40K
5636,Less than $40K
5951,Less than $40K
5952,Less than $40K
5953,Less than $40K
5954,Less than $40K
5630,Less than $40K
5619,Less than $40K
5629,Less than $40K
5627,Less than $40K
5626,Less than $40K
5625,Less than $40K
5623,Less than $40K
5622,Less than $40K
5621,Less than $40K
5628,Less than $40K
5981,Less than $40K
5982,Less than $40K
5983,Less than $40K
6007,Less than $40K
6009,Less than $40K
5547,Less than $40K
6014,Less than $40K
5545,Less than $40K
5544,Less than $40K
5551,Less than $40K
5543,Less than $40K
5538,Less than $40K
6017,Less than $40K
5535,Less than $40K
5533,Less than $40K
6018,Less than $40K
5531,Less than $40K
5542,Less than $40K
5552,Less than $40K
5554,Less than $40K
5557,Less than $40K
5581,Less than $40K
5990,Less than $40K
5577,Less than $40K
5573,Less than $40K
5572,Less than $40K
5996,Less than $40K
5568,Less than $40K
5997,Less than $40K
5999,Less than $40K
6000,Less than $40K
5563,Less than $40K
5562,Less than $40K
5560,Less than $40K
5559,Less than $40K
6003,Less than $40K
5949,Less than $40K
6818,Less than $40K
6276,Less than $40K
4994,Less than $40K
4435,Less than $40K
4434,Less than $40K
6590,Less than $40K
6594,Less than $40K
4430,Less than $40K
6596,Less than $40K
6589,Less than $40K
6597,Less than $40K
4422,Less than $40K
6599,Less than $40K
4419,Less than $40K
4418,Less than $40K
6600,Less than $40K
4416,Less than $40K
4423,Less than $40K
4414,Less than $40K
6588,Less than $40K
4441,Less than $40K
4461,Less than $40K
6580,Less than $40K
6581,Less than $40K
4457,Less than $40K
6582,Less than $40K
4451,Less than $40K
6586,Less than $40K
4450,Less than $40K
4448,Less than $40K
6585,Less than $40K
4446,Less than $40K
4445,Less than $40K
4444,Less than $40K
4442,Less than $40K
6584,Less than $40K
4464,Less than $40K
6601,Less than $40K
4410,Less than $40K
4376,Less than $40K
6626,Less than $40K
6627,Less than $40K
4372,Less than $40K
6629,Less than $40K
4369,Less than $40K
4377,Less than $40K
6632,Less than $40K
4366,Less than $40K
4365,Less than $40K
6633,Less than $40K
4363,Less than $40K
4361,Less than $40K
6637,Less than $40K
4367,Less than $40K
6602,Less than $40K
6618,Less than $40K
6617,Less than $40K
4409,Less than $40K
6605,Less than $40K
4405,Less than $40K
4404,Less than $40K
6607,Less than $40K
4402,Less than $40K
4385,Less than $40K
4401,Less than $40K
6609,Less than $40K
4397,Less than $40K
4396,Less than $40K
6612,Less than $40K
4393,Less than $40K
4392,Less than $40K
6608,Less than $40K
6639,Less than $40K
6578,Less than $40K
4469,Less than $40K
6532,Less than $40K
6533,Less than $40K
4540,Less than $40K
6534,Less than $40K
6535,Less than $40K
6536,Less than $40K
4543,Less than $40K
6539,Less than $40K
4530,Less than $40K
6540,Less than $40K
6544,Less than $40K
4524,Less than $40K
4523,Less than $40K
4522,Less than $40K
4531,Less than $40K
4520,Less than $40K
6527,Less than $40K
4549,Less than $40K
4563,Less than $40K
4562,Less than $40K
4561,Less than $40K
4560,Less than $40K
6522,Less than $40K
4558,Less than $40K
4547,Less than $40K
6523,Less than $40K
6524,Less than $40K
4554,Less than $40K
4553,Less than $40K
4552,Less than $40K
4551,Less than $40K
4550,Less than $40K
4556,Less than $40K
4467,Less than $40K
4519,Less than $40K
6548,Less than $40K
4488,Less than $40K
4485,Less than $40K
6567,Less than $40K
6568,Less than $40K
6571,Less than $40K
4481,Less than $40K
6565,Less than $40K
4479,Less than $40K
6576,Less than $40K
4474,Less than $40K
4473,Less than $40K
6577,Less than $40K
4471,Less than $40K
4470,Less than $40K
4478,Less than $40K
6546,Less than $40K
4490,Less than $40K
4492,Less than $40K
4514,Less than $40K
4512,Less than $40K
6550,Less than $40K
4508,Less than $40K
6552,Less than $40K
4506,Less than $40K
4491,Less than $40K
4505,Less than $40K
4502,Less than $40K
4500,Less than $40K
6557,Less than $40K
6558,Less than $40K
4497,Less than $40K
6561,Less than $40K
6554,Less than $40K
6640,Less than $40K
6643,Less than $40K
4352,Less than $40K
4210,Less than $40K
6764,Less than $40K
4203,Less than $40K
6765,Less than $40K
6766,Less than $40K
6767,Less than $40K
4211,Less than $40K
4196,Less than $40K
6769,Less than $40K
6772,Less than $40K
4192,Less than $40K
4191,Less than $40K
4190,Less than $40K
6775,Less than $40K
4195,Less than $40K
4186,Less than $40K
6759,Less than $40K
6758,Less than $40K
4234,Less than $40K
6745,Less than $40K
4227,Less than $40K
6750,Less than $40K
6751,Less than $40K
4224,Less than $40K
4214,Less than $40K
6752,Less than $40K
6755,Less than $40K
6756,Less than $40K
4219,Less than $40K
4218,Less than $40K
6757,Less than $40K
4216,Less than $40K
6754,Less than $40K
6743,Less than $40K
6776,Less than $40K
4182,Less than $40K
6801,Less than $40K
4148,Less than $40K
6802,Less than $40K
4144,Less than $40K
6804,Less than $40K
6805,Less than $40K
4152,Less than $40K
6807,Less than $40K
6810,Less than $40K
6811,Less than $40K
6814,Less than $40K
4132,Less than $40K
4131,Less than $40K
4130,Less than $40K
4139,Less than $40K
6777,Less than $40K
4153,Less than $40K
4157,Less than $40K
6779,Less than $40K
6783,Less than $40K
6786,Less than $40K
4175,Less than $40K
6789,Less than $40K
6790,Less than $40K
4155,Less than $40K
6791,Less than $40K
4167,Less than $40K
6795,Less than $40K
6797,Less than $40K
4160,Less than $40K
4159,Less than $40K
4158,Less than $40K
6792,Less than $40K
6742,Less than $40K
6741,Less than $40K
4238,Less than $40K
4322,Less than $40K
6679,Less than $40K
4319,Less than $40K
4317,Less than $40K
4316,Less than $40K
4313,Less than $40K
6676,Less than $40K
6680,Less than $40K
4308,Less than $40K
6685,Less than $40K
4306,Less than $40K
4305,Less than $40K
4304,Less than $40K
6687,Less than $40K
4310,Less than $40K
6692,Less than $40K
6673,Less than $40K
6669,Less than $40K
6644,Less than $40K
6646,Less than $40K
6649,Less than $40K
6650,Less than $40K
4345,Less than $40K
4344,Less than $40K
4325,Less than $40K
4341,Less than $40K
6658,Less than $40K
6660,Less than $40K
6663,Less than $40K
4332,Less than $40K
6666,Less than $40K
4328,Less than $40K
4340,Less than $40K
4300,Less than $40K
6696,Less than $40K
6697,Less than $40K
6728,Less than $40K
4261,Less than $40K
4257,Less than $40K
6731,Less than $40K
6735,Less than $40K
4252,Less than $40K
4264,Less than $40K
4251,Less than $40K
4247,Less than $40K
4246,Less than $40K
4245,Less than $40K
4243,Less than $40K
4241,Less than $40K
6740,Less than $40K
4248,Less than $40K
4266,Less than $40K
4267,Less than $40K
6726,Less than $40K
4294,Less than $40K
6698,Less than $40K
6699,Less than $40K
4290,Less than $40K
6702,Less than $40K
4285,Less than $40K
4284,Less than $40K
6707,Less than $40K
4281,Less than $40K
6716,Less than $40K
6717,Less than $40K
6722,Less than $40K
6723,Less than $40K
4271,Less than $40K
4270,Less than $40K
4564,Less than $40K
4565,Less than $40K
6521,Less than $40K
4567,Less than $40K
4865,Less than $40K
4863,Less than $40K
6354,Less than $40K
6355,Less than $40K
6356,Less than $40K
6359,Less than $40K
4866,Less than $40K
6360,Less than $40K
4853,Less than $40K
4850,Less than $40K
4849,Less than $40K
6364,Less than $40K
6365,Less than $40K
4845,Less than $40K
4854,Less than $40K
4843,Less than $40K
6352,Less than $40K
4869,Less than $40K
4889,Less than $40K
4887,Less than $40K
4885,Less than $40K
6342,Less than $40K
4882,Less than $40K
4881,Less than $40K
6351,Less than $40K
4879,Less than $40K
4877,Less than $40K
6346,Less than $40K
4873,Less than $40K
6349,Less than $40K
6350,Less than $40K
4870,Less than $40K
4878,Less than $40K
6339,Less than $40K
4841,Less than $40K
6369,Less than $40K
6389,Less than $40K
6390,Less than $40K
4803,Less than $40K
4800,Less than $40K
4797,Less than $40K
4796,Less than $40K
6387,Less than $40K
6394,Less than $40K
4792,Less than $40K
6397,Less than $40K
4788,Less than $40K
6398,Less than $40K
6402,Less than $40K
6405,Less than $40K
4794,Less than $40K
4839,Less than $40K
4807,Less than $40K
4809,Less than $40K
4830,Less than $40K
6376,Less than $40K
4828,Less than $40K
4827,Less than $40K
4826,Less than $40K
4823,Less than $40K
4808,Less than $40K
4822,Less than $40K
4817,Less than $40K
6383,Less than $40K
4815,Less than $40K
4814,Less than $40K
4812,Less than $40K
6386,Less than $40K
4818,Less than $40K
6335,Less than $40K
4895,Less than $40K
6331,Less than $40K
4968,Less than $40K
6289,Less than $40K
4964,Less than $40K
6291,Less than $40K
4961,Less than $40K
4960,Less than $40K
4970,Less than $40K
6294,Less than $40K
4957,Less than $40K
4954,Less than $40K
4953,Less than $40K
6297,Less than $40K
4951,Less than $40K
6299,Less than $40K
6295,Less than $40K
6300,Less than $40K
4972,Less than $40K
4975,Less than $40K
4992,Less than $40K
6278,Less than $40K
6279,Less than $40K
6280,Less than $40K
6282,Less than $40K
4985,Less than $40K
4973,Less than $40K
4984,Less than $40K
6284,Less than $40K
4981,Less than $40K
4980,Less than $40K
6285,Less than $40K
4977,Less than $40K
6287,Less than $40K
6283,Less than $40K
6301,Less than $40K
4946,Less than $40K
6302,Less than $40K
6319,Less than $40K
4916,Less than $40K
4915,Less than $40K
4913,Less than $40K
4911,Less than $40K
4910,Less than $40K
4919,Less than $40K
6324,Less than $40K
4905,Less than $40K
4904,Less than $40K
6327,Less than $40K
4901,Less than $40K
4900,Less than $40K
4898,Less than $40K
4906,Less than $40K
4920,Less than $40K
6317,Less than $40K
6316,Less than $40K
6304,Less than $40K
4942,Less than $40K
6305,Less than $40K
6307,Less than $40K
4939,Less than $40K
4937,Less than $40K
4936,Less than $40K
6308,Less than $40K
6310,Less than $40K
4931,Less than $40K
4930,Less than $40K
4929,Less than $40K
4928,Less than $40K
6312,Less than $40K
6314,Less than $40K
6407,Less than $40K
6277,Less than $40K
4777,Less than $40K
6410,Less than $40K
4644,Less than $40K
4642,Less than $40K
6482,Less than $40K
4639,Less than $40K
6483,Less than $40K
6484,Less than $40K
4645,Less than $40K
6487,Less than $40K
6488,Less than $40K
6490,Less than $40K
4629,Less than $40K
6491,Less than $40K
6492,Less than $40K
4623,Less than $40K
4634,Less than $40K
4622,Less than $40K
6475,Less than $40K
4652,Less than $40K
4674,Less than $40K
4671,Less than $40K
4670,Less than $40K
4669,Less than $40K
4668,Less than $40K
4667,Less than $40K
4650,Less than $40K
6466,Less than $40K
4658,Less than $40K
6469,Less than $40K
6470,Less than $40K
6471,Less than $40K
6472,Less than $40K
4653,Less than $40K
4661,Less than $40K
4676,Less than $40K
6493,Less than $40K
4618,Less than $40K
4588,Less than $40K
4586,Less than $40K
6511,Less than $40K
4583,Less than $40K
4582,Less than $40K
4581,Less than $40K
4590,Less than $40K
4580,Less than $40K
4575,Less than $40K
4574,Less than $40K
4572,Less than $40K
4570,Less than $40K
6518,Less than $40K
6519,Less than $40K
6516,Less than $40K
4619,Less than $40K
6508,Less than $40K
4596,Less than $40K
4617,Less than $40K
6496,Less than $40K
4615,Less than $40K
6498,Less than $40K
4612,Less than $40K
4610,Less than $40K
6507,Less than $40K
6500,Less than $40K
4606,Less than $40K
4605,Less than $40K
4603,Less than $40K
6501,Less than $40K
6503,Less than $40K
4598,Less than $40K
4608,Less than $40K
6461,Less than $40K
4678,Less than $40K
4679,Less than $40K
6419,Less than $40K
6420,Less than $40K
6421,Less than $40K
4746,Less than $40K
6422,Less than $40K
6423,Less than $40K
4751,Less than $40K
6424,Less than $40K
4740,Less than $40K
4738,Less than $40K
6425,Less than $40K
4736,Less than $40K
4735,Less than $40K
4734,Less than $40K
4742,Less than $40K
4733,Less than $40K
4752,Less than $40K
6418,Less than $40K
4774,Less than $40K
4773,Less than $40K
4771,Less than $40K
4769,Less than $40K
4768,Less than $40K
4766,Less than $40K
4753,Less than $40K
4765,Less than $40K
4763,Less than $40K
4762,Less than $40K
4760,Less than $40K
4758,Less than $40K
4757,Less than $40K
4756,Less than $40K
4764,Less than $40K
4732,Less than $40K
6427,Less than $40K
6428,Less than $40K
4699,Less than $40K
4698,Less than $40K
6452,Less than $40K
4693,Less than $40K
6454,Less than $40K
4690,Less than $40K
6448,Less than $40K
4689,Less than $40K
4687,Less than $40K
6456,Less than $40K
4685,Less than $40K
4684,Less than $40K
6459,Less than $40K
4680,Less than $40K
4688,Less than $40K
4702,Less than $40K
4704,Less than $40K
4705,Less than $40K
6430,Less than $40K
6432,Less than $40K
4725,Less than $40K
6433,Less than $40K
6435,Less than $40K
4721,Less than $40K
4720,Less than $40K
4719,Less than $40K
6436,Less than $40K
4717,Less than $40K
4713,Less than $40K
4711,Less than $40K
6444,Less than $40K
6445,Less than $40K
4707,Less than $40K
4776,Less than $40K
2315,Less than $40K
2922,Less than $40K
2313,Less than $40K
9085,Less than $40K
1150,Less than $40K
1151,Less than $40K
1154,Less than $40K
1155,Less than $40K
9079,Less than $40K
9078,Less than $40K
1164,Less than $40K
1166,Less than $40K
1167,Less than $40K
1169,Less than $40K
1171,Less than $40K
1173,Less than $40K
1175,Less than $40K
9067,Less than $40K
1178,Less than $40K
1185,Less than $40K
1193,Less than $40K
1194,Less than $40K
9049,Less than $40K
1196,Less than $40K
9046,Less than $40K
1199,Less than $40K
1142,Less than $40K
1139,Less than $40K
1137,Less than $40K
9091,Less than $40K
1076,Less than $40K
1078,Less than $40K
1079,Less than $40K
9143,Less than $40K
9137,Less than $40K
9131,Less than $40K
9130,Less than $40K
9129,Less than $40K
1094,Less than $40K
1096,Less than $40K
9124,Less than $40K
1200,Less than $40K
9123,Less than $40K
1103,Less than $40K
1105,Less than $40K
9119,Less than $40K
1112,Less than $40K
1114,Less than $40K
1121,Less than $40K
1126,Less than $40K
9103,Less than $40K
9098,Less than $40K
9097,Less than $40K
1134,Less than $40K
1102,Less than $40K
1201,Less than $40K
9045,Less than $40K
1205,Less than $40K
1254,Less than $40K
9001,Less than $40K
1257,Less than $40K
8996,Less than $40K
8992,Less than $40K
8990,Less than $40K
8984,Less than $40K
8983,Less than $40K
1269,Less than $40K
1270,Less than $40K
1271,Less than $40K
1253,Less than $40K
1272,Less than $40K
8972,Less than $40K
1281,Less than $40K
1282,Less than $40K
1283,Less than $40K
1284,Less than $40K
1286,Less than $40K
1287,Less than $40K
8968,Less than $40K
1291,Less than $40K
8959,Less than $40K
1294,Less than $40K
1274,Less than $40K
1075,Less than $40K
1252,Less than $40K
9003,Less than $40K
1206,Less than $40K
1208,Less than $40K
1210,Less than $40K
9035,Less than $40K
1214,Less than $40K
9034,Less than $40K
1218,Less than $40K
9028,Less than $40K
1224,Less than $40K
1225,Less than $40K
1227,Less than $40K
1250,Less than $40K
1228,Less than $40K
1235,Less than $40K
9015,Less than $40K
1237,Less than $40K
9013,Less than $40K
9011,Less than $40K
9010,Less than $40K
9009,Less than $40K
1244,Less than $40K
1245,Less than $40K
9006,Less than $40K
1248,Less than $40K
1234,Less than $40K
8958,Less than $40K
1073,Less than $40K
9149,Less than $40K
924,Less than $40K
9265,Less than $40K
9261,Less than $40K
9260,Less than $40K
929,Less than $40K
930,Less than $40K
931,Less than $40K
9258,Less than $40K
934,Less than $40K
938,Less than $40K
940,Less than $40K
9250,Less than $40K
945,Less than $40K
9245,Less than $40K
952,Less than $40K
9241,Less than $40K
9240,Less than $40K
955,Less than $40K
9238,Less than $40K
960,Less than $40K
9236,Less than $40K
962,Less than $40K
963,Less than $40K
923,Less than $40K
9266,Less than $40K
921,Less than $40K
9267,Less than $40K
9329,Less than $40K
866,Less than $40K
9323,Less than $40K
9320,Less than $40K
872,Less than $40K
9314,Less than $40K
878,Less than $40K
9310,Less than $40K
882,Less than $40K
9308,Less than $40K
885,Less than $40K
9235,Less than $40K
9301,Less than $40K
897,Less than $40K
898,Less than $40K
899,Less than $40K
9288,Less than $40K
903,Less than $40K
908,Less than $40K
9279,Less than $40K
9276,Less than $40K
9274,Less than $40K
916,Less than $40K
9268,Less than $40K
9293,Less than $40K
9230,Less than $40K
9229,Less than $40K
9226,Less than $40K
1029,Less than $40K
9173,Less than $40K
1038,Less than $40K
1039,Less than $40K
1041,Less than $40K
9169,Less than $40K
1043,Less than $40K
9168,Less than $40K
9167,Less than $40K
9166,Less than $40K
1049,Less than $40K
1024,Less than $40K
1051,Less than $40K
1054,Less than $40K
9162,Less than $40K
9160,Less than $40K
1058,Less than $40K
1059,Less than $40K
1060,Less than $40K
9157,Less than $40K
9154,Less than $40K
9152,Less than $40K
1066,Less than $40K
9150,Less than $40K
9164,Less than $40K
9148,Less than $40K
9183,Less than $40K
1014,Less than $40K
971,Less than $40K
972,Less than $40K
9222,Less than $40K
9219,Less than $40K
9218,Less than $40K
979,Less than $40K
983,Less than $40K
986,Less than $40K
987,Less than $40K
989,Less than $40K
990,Less than $40K
1016,Less than $40K
9210,Less than $40K
9201,Less than $40K
9199,Less than $40K
1003,Less than $40K
1004,Less than $40K
1005,Less than $40K
9198,Less than $40K
9197,Less than $40K
9196,Less than $40K
9194,Less than $40K
1011,Less than $40K
1013,Less than $40K
9203,Less than $40K
1298,Less than $40K
1299,Less than $40K
1300,Less than $40K
1580,Less than $40K
1582,Less than $40K
8679,Less than $40K
1586,Less than $40K
8678,Less than $40K
8675,Less than $40K
1593,Less than $40K
8672,Less than $40K
8671,Less than $40K
8670,Less than $40K
1600,Less than $40K
8664,Less than $40K
1604,Less than $40K
1605,Less than $40K
8661,Less than $40K
1611,Less than $40K
1612,Less than $40K
1614,Less than $40K
1615,Less than $40K
8650,Less than $40K
1622,Less than $40K
1623,Less than $40K
8645,Less than $40K
1579,Less than $40K
8685,Less than $40K
1575,Less than $40K
8687,Less than $40K
8732,Less than $40K
1528,Less than $40K
1529,Less than $40K
8727,Less than $40K
8725,Less than $40K
8723,Less than $40K
8720,Less than $40K
1537,Less than $40K
1538,Less than $40K
1545,Less than $40K
8710,Less than $40K
1625,Less than $40K
1547,Less than $40K
8703,Less than $40K
1555,Less than $40K
1556,Less than $40K
1558,Less than $40K
8699,Less than $40K
1561,Less than $40K
8693,Less than $40K
8692,Less than $40K
1565,Less than $40K
8691,Less than $40K
1568,Less than $40K
1552,Less than $40K
1626,Less than $40K
1627,Less than $40K
1628,Less than $40K
1687,Less than $40K
1688,Less than $40K
8593,Less than $40K
1692,Less than $40K
8590,Less than $40K
1697,Less than $40K
8583,Less than $40K
1699,Less than $40K
8582,Less than $40K
1702,Less than $40K
8580,Less than $40K
1682,Less than $40K
1708,Less than $40K
1710,Less than $40K
1711,Less than $40K
8573,Less than $40K
1718,Less than $40K
8572,Less than $40K
1724,Less than $40K
8568,Less than $40K
8567,Less than $40K
1729,Less than $40K
8565,Less than $40K
1733,Less than $40K
1709,Less than $40K
1522,Less than $40K
8599,Less than $40K
8601,Less than $40K
1629,Less than $40K
8643,Less than $40K
8640,Less than $40K
8638,Less than $40K
8633,Less than $40K
8630,Less than $40K
8629,Less than $40K
1645,Less than $40K
1646,Less than $40K
8628,Less than $40K
8627,Less than $40K
8600,Less than $40K
1650,Less than $40K
8615,Less than $40K
8611,Less than $40K
1661,Less than $40K
1663,Less than $40K
1664,Less than $40K
8609,Less than $40K
8606,Less than $40K
1672,Less than $40K
8604,Less than $40K
1676,Less than $40K
8602,Less than $40K
1656,Less than $40K
8736,Less than $40K
8743,Less than $40K
8744,Less than $40K
8895,Less than $40K
1367,Less than $40K
8893,Less than $40K
1369,Less than $40K
1371,Less than $40K
1372,Less than $40K
1373,Less than $40K
8886,Less than $40K
1375,Less than $40K
8883,Less than $40K
8878,Less than $40K
8901,Less than $40K
1384,Less than $40K
8875,Less than $40K
1391,Less than $40K
8874,Less than $40K
1394,Less than $40K
1395,Less than $40K
8864,Less than $40K
8858,Less than $40K
1407,Less than $40K
8855,Less than $40K
8853,Less than $40K
8852,Less than $40K
8876,Less than $40K
8851,Less than $40K
1357,Less than $40K
1354,Less than $40K
8957,Less than $40K
8956,Less than $40K
1304,Less than $40K
1306,Less than $40K
1307,Less than $40K
8954,Less than $40K
8953,Less than $40K
1312,Less than $40K
8948,Less than $40K
1315,Less than $40K
1318,Less than $40K
1355,Less than $40K
8945,Less than $40K
8944,Less than $40K
8931,Less than $40K
1333,Less than $40K
1336,Less than $40K
1338,Less than $40K
8927,Less than $40K
1343,Less than $40K
1347,Less than $40K
1348,Less than $40K
8910,Less than $40K
8904,Less than $40K
1321,Less than $40K
859,Less than $40K
1418,Less than $40K
1420,Less than $40K
8792,Less than $40K
1472,Less than $40K
8791,Less than $40K
8788,Less than $40K
1477,Less than $40K
8787,Less than $40K
8784,Less than $40K
1481,Less than $40K
8779,Less than $40K
8775,Less than $40K
1487,Less than $40K
8795,Less than $40K
8774,Less than $40K
1492,Less than $40K
8772,Less than $40K
1496,Less than $40K
1497,Less than $40K
8766,Less than $40K
1500,Less than $40K
1505,Less than $40K
8758,Less than $40K
1508,Less than $40K
8754,Less than $40K
8749,Less than $40K
1491,Less than $40K
8849,Less than $40K
1467,Less than $40K
1462,Less than $40K
1421,Less than $40K
8847,Less than $40K
8846,Less than $40K
1424,Less than $40K
1425,Less than $40K
8844,Less than $40K
1427,Less than $40K
1431,Less than $40K
8839,Less than $40K
8834,Less than $40K
1436,Less than $40K
8798,Less than $40K
8829,Less than $40K
8824,Less than $40K
8821,Less than $40K
8818,Less than $40K
1450,Less than $40K
8816,Less than $40K
8815,Less than $40K
1453,Less than $40K
1454,Less than $40K
8810,Less than $40K
8803,Less than $40K
1460,Less than $40K
1439,Less than $40K
858,Less than $40K
857,Less than $40K
9331,Less than $40K
9842,Less than $40K
298,Less than $40K
9839,Less than $40K
9836,Less than $40K
9833,Less than $40K
9831,Less than $40K
309,Less than $40K
9827,Less than $40K
9826,Less than $40K
313,Less than $40K
9823,Less than $40K
317,Less than $40K
318,Less than $40K
9821,Less than $40K
9819,Less than $40K
322,Less than $40K
9816,Less than $40K
9811,Less than $40K
327,Less than $40K
329,Less than $40K
331,Less than $40K
332,Less than $40K
333,Less than $40K
9843,Less than $40K
287,Less than $40K
277,Less than $40K
9863,Less than $40K
9913,Less than $40K
219,Less than $40K
221,Less than $40K
224,Less than $40K
9907,Less than $40K
9906,Less than $40K
227,Less than $40K
228,Less than $40K
9901,Less than $40K
9897,Less than $40K
9896,Less than $40K
9805,Less than $40K
9891,Less than $40K
